country,region,hazard_elec_bill,hazard_heat_cool,hazard_bill_struggle,hazard_house_value,hazard_miss_savings,hazard_tax_fines,hazard_power_cuts,composite_score,composite_level,gender,education,activity_status,household_size,location,ethnic_minority,disability,lgbtiqa,political_group,english_proficiency,digital_confidence,citizenship,hh_lives_alone,hh_has_partner,hh_children_under_25,hh_children_25_plus,hh_parent_grandparent,hh_disabled_member,hh_other_relatives,hh_non_relatives,housing_situation,home_type,dwelling_year,rent_arrears,utility_arrears,housing_support,energy_support,energy_improvements,plans_energy_improvements,solar_perception,solar_install_likelihood,can_cover_solar_cost,aware_gov_programmes,issue_poor_insulation,issue_damp_mold,issue_inadequate_heating,issue_high_energy_bills,issue_limited_light,issue_leaking_roof,issue_rotten_frames,home_problems_count,macro_utility_arrears_pct,macro_cold_home_pct,macro_cost_overburden_rate,macro_consumption_expenditure,macro_disposable_income_pps,macro_heating_degree_days,macro_cooling_degree_days,macro_energy_consumption_tj,macro_electricity_consumption,religious_minority,bill_confidence,is_native_born,speaks_national_language,age,age_group,housing_cost_band,income_band,household_type
Italy,Emilia-Romagna,25,25,9,16,16,25,9,17.857142857142858,5,Woman or Non-binary,Further education or training after school (not university),"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3,Urban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,1,0,0,0,0,I own the house or flat where I live and I do not pay a mortgage,Detached house – a house that stands alone and is not joined to any other,1945-1960,No,No,No,No,No,Yes,5.0,Not applicable,Yes,Not applicable,0,1,0,1,1,0,0,3,5.9,8.6,5.0,1257106.0,131258.7,1166.93,256.8,1155020.242,8.7008,No/Non-religious,Very confident — I can understand it easily,Yes,Yes,54.0,45-59,1_Low,6,Single parent
Italy,Apulia,4,4,12,4,9,5,8,6.571428571428571,1,Woman or Non-binary,Further education or training after school (not university),"Attending school, university, or other educational/training programmes",4,Urban,Prefer not to say,No,Yes,No,Well,Confident or less confident,Citizen of this country,0,0,0,0,1,0,0,0,I own the house or flat where I live and I do not pay a mortgage,"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",1961-1980,No,No,Yes,No,Yes,Not applicable,5.0,Not applicable,Yes,Not applicable,0,0,0,0,0,0,1,1,5.9,8.6,5.0,1257106.0,65418.9,640.14,517.28,1155020.242,8.7008,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,23.0,18-29,1_Low,3,Multi-generational / extended
Italy,Veneto,12,12,8,1,5,5,5,6.857142857142857,1,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)",Retired,2,Suburban,No,No,No,Yes,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,0,0,0,0,0,0,I own the house or flat where I live and I do not pay a mortgage,Semi-detached house – a house joined to one other house,Before 1945,No,No,No,No,No,I don't know,1.0,Unlikely,Yes,Yes,1,1,1,1,0,0,0,4,5.9,8.6,5.0,1257106.0,131344.4,1383.24,196.68,1155020.242,8.7008,No/Non-religious,Very confident — I can understand it easily,No,No,58.0,45-59,1_Low,5,"Couple, no children"
Germany,Düsseldorf,12,4,1,1,1,1,1,3.0,1,Man,Further education or training after school (not university),"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Suburban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,0,0,0,0,0,0,I own the house or flat where I live and I do not pay a mortgage,Detached house – a house that stands alone and is not joined to any other,2016-2021,No,No,Yes,No,Yes,Not applicable,5.0,Not applicable,Yes,Not applicable,0,0,0,0,0,0,0,0,4.6,5.7,11.2,1876818.0,176736.87,1540.0,38.40000000000001,2215295.198,6.9347,No/Non-religious,Very confident — I can understand it easily,Yes,No,65.0,60+,1_Low,6,"Couple, no children"
Germany,Cologne,25,25,20,6,9,20,4,15.571428571428571,5,Woman or Non-binary,Further education or training after school (not university),"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Suburban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),Detached house – a house that stands alone and is not joined to any other,1945-1960,No,No,No,No,No,I don't know,1.0,Somewhat unlikely,Not sure,Not sure,1,0,1,1,0,1,1,5,4.6,5.7,11.2,1876818.0,2903658.0,1919.09,19.17,2215295.198,6.9347,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,44.0,30-44,3_High,9,"Couple, no children"
Italy,Sardinia,25,25,20,12,10,20,15,18.142857142857142,5,Woman or Non-binary,Further education or training after school (not university),"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Suburban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),Detached house – a house that stands alone and is not joined to any other,2011-2015,No,No,No,No,No,No,5.0,Likely,No,Not sure,0,1,0,0,0,0,0,1,5.9,8.6,5.0,1257106.0,28698.6,601.4699999999999,423.04,1155020.242,8.7008,No/Non-religious,Not very confident — I often need help or support,Yes,No,34.0,30-44,2_Medium,4,"Couple, no children"
Spain,Extremadura,5,5,5,5,5,5,5,5.0,1,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3,Suburban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,1,0,0,0,0,0,I own the house or flat where I live and I am paying it with a mortgage,Detached house – a house that stands alone and is not joined to any other,1981-2000,"Yes, once","Yes, once",No,No,No,Yes,5.0,Not applicable,Yes,Not applicable,0,0,0,1,0,0,0,1,9.2,15.9,7.2,793600.0,15768.1,741.72,634.58,580422.275,5.6424,No/Non-religious,Confident — I can understand it with some help,No,No,35.0,30-44,3_High,4,Single parent
Germany,Lower Franconia,12,16,4,2,1,12,4,7.285714285714286,2,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",1,Rural,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,1,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1961-1980,No,No,No,No,No,I don't know,5.0,Somewhat likely,Yes,Not sure,0,0,0,0,0,1,0,1,4.6,5.7,11.2,1876818.0,2903658.0,1919.09,19.17,2215295.198,6.9347,No/Non-religious,Very confident — I can understand it easily,Yes,Yes,29.0,18-29,1_Low,6,Lives alone
Italy,Veneto,20,25,15,9,20,20,16,17.857142857142858,5,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)",Unemployed (actively seeking work or available to start work),3,Urban,No,No,Yes,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",I don't know,No,No,No,No,Yes,Not applicable,5.0,Not applicable,No,Not applicable,1,1,1,0,0,0,1,4,5.9,8.6,5.0,1257106.0,131344.4,1383.24,196.68,1155020.242,8.7008,No/Non-religious,Confident — I can understand it with some help,No,No,30.0,30-44,2_Medium,2,"Couple, no children"
Italy,Emilia-Romagna,12,20,20,16,9,12,5,13.428571428571429,4,Man,Further education or training after school (not university),"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",1,Suburban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,1,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1981-2000,"Yes, once","Yes, once",Yes,Yes,I don't know,I don't know,3.0,Somewhat likely,Yes,Not sure,1,0,1,1,0,0,0,3,5.9,8.6,5.0,1257106.0,131258.7,1166.93,256.8,1155020.242,8.7008,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,35.0,30-44,3_High,2,Lives alone
Italy,Veneto,20,25,25,9,1,9,9,14.0,4,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Urban,Yes,No,No,No,Well,Very confident — I can do these tasks easily on my own,Non-EU citizen,0,1,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),Semi-detached house – a house joined to one other house,Before 1945,No,No,No,No,No,No,5.0,Very likely,No,Yes,1,1,0,1,0,0,0,3,5.9,8.6,5.0,1257106.0,131344.4,1383.24,196.68,1155020.242,8.7008,No/Non-religious,Very confident — I can understand it easily,No,No,39.0,30-44,2_Medium,3,"Couple, no children"
Spain,Community of Madrid,9,9,9,1,1,1,1,4.428571428571429,1,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",1,Suburban,No,No,No,Yes,Mother tongue / Very well,Confident or less confident,Non-EU citizen,1,0,0,0,0,0,0,0,I own the house or flat where I live and I am paying it with a mortgage,"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",1961-1980,No,No,No,No,Yes,Not applicable,1.0,Not applicable,No,Not applicable,0,1,0,0,0,0,0,1,9.2,15.9,7.2,793600.0,194229.0,1124.85,498.39,580422.275,5.6424,Yes,Confident — I can understand it with some help,No,No,64.0,60+,2_Medium,3,Lives alone
Germany,Dresden,12,12,1,6,8,6,4,7.0,1,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",1,Urban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,1,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1961-1980,No,No,No,No,Yes,Not applicable,4.0,Not applicable,Yes,Not applicable,1,1,0,0,0,0,0,2,4.6,5.7,11.2,1876818.0,43540.54,2012.55,15.31,2215295.198,6.9347,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,32.0,30-44,2_Medium,7,Lives alone
Spain,Catalonia,8,16,8,8,9,8,16,10.428571428571429,3,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Urban,No,No,No,No,Mother tongue / Very well,Confident or less confident,Citizen of this country,0,1,0,0,0,0,0,0,I own the house or flat where I live and I do not pay a mortgage,"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1961-1980,No,No,No,No,No,I don't know,5.0,Somewhat unlikely,No,Not sure,0,1,0,0,0,0,0,1,9.2,15.9,7.2,793600.0,186166.0,1078.88,341.51,580422.275,5.6424,No/Non-religious,Not at all confident — I find it very difficult to understand my energy bill.,No,No,51.0,45-59,1_Low,3,"Couple, no children"
Spain,Navarre,20,25,9,6,9,25,1,13.571428571428571,4,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3,Suburban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,0,1,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1961-1980,No,No,No,No,Yes,Not applicable,4.0,Not applicable,No,Not applicable,0,1,0,0,0,0,0,1,9.2,15.9,7.2,793600.0,16018.5,1159.22,214.16,580422.275,5.6424,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,32.0,30-44,1_Low,3,Multi-generational / extended
Italy,Campania,12,20,12,16,20,20,20,17.142857142857142,5,Man,Further education or training after school (not university),"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Suburban,No,No,Prefer not to say,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,0,0,0,0,0,0,I own the house or flat where I live and I am paying it with a mortgage,"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1981-2000,No,"Yes, once",No,No,I don't know,Yes,4.0,Not applicable,Not sure,Not applicable,0,0,1,0,1,0,1,3,5.9,8.6,5.0,1257106.0,91275.5,789.5600000000001,320.4,1155020.242,8.7008,No/Non-religious,Not very confident — I often need help or support,Yes,Yes,29.0,18-29,1_Low,1,"Couple, no children"
Germany,Cologne,25,25,25,1,9,20,15,17.142857142857142,5,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",6,Rural,No,Yes,No,No,Mother tongue / Very well,Confident or less confident,Citizen of this country,0,0,0,1,0,0,0,0,I own the house or flat where I live and I am paying it with a mortgage,Detached house – a house that stands alone and is not joined to any other,2001-2010,"Yes, once",No,No,No,No,Yes,3.0,Not applicable,Not sure,Not applicable,0,0,0,0,0,0,0,0,4.6,5.7,11.2,1876818.0,2903658.0,1919.09,19.17,2215295.198,6.9347,No/Non-religious,Not very confident — I often need help or support,Yes,Yes,62.0,60+,2_Medium,3,Single parent
Germany,Hannover,15,15,5,8,1,5,5,7.714285714285714,2,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3,Suburban,No,No,Yes,No,Mother tongue / Very well,Confident or less confident,Citizen of this country,0,0,0,0,1,0,0,0,I own the house or flat where I live and I do not pay a mortgage,Detached house – a house that stands alone and is not joined to any other,1981-2000,No,No,No,No,No,No,1.0,Very unlikely,Yes,Not sure,0,1,0,0,0,0,0,1,4.6,5.7,11.2,1876818.0,71168.44,1758.37,19.02,2215295.198,6.9347,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,43.0,30-44,2_Medium,5,Multi-generational / extended
Germany,Lower Bavaria,20,12,12,10,20,15,25,16.285714285714285,5,Man,Further education or training after school (not university),"Attending school, university, or other educational/training programmes",3,Urban,No,No,Yes,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,0,0,0,0,1,I rent the house where I live in (I pay rent every month),Detached house – a house that stands alone and is not joined to any other,1961-1980,No,No,No,No,I don't know,I don't know,5.0,Very likely,No,Yes,1,0,0,1,0,0,1,3,4.6,5.7,11.2,1876818.0,2903658.0,1919.09,19.17,2215295.198,6.9347,No/Non-religious,Not very confident — I often need help or support,Yes,Yes,22.0,18-29,2_Medium,3,Other shared
Italy,Lazio,16,20,8,16,12,12,12,13.714285714285714,4,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3,Urban,No,Yes,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,0,1,0,0,0,I own the house or flat where I live and I am paying it with a mortgage,"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",1981-2000,No,No,No,No,No,Yes,4.0,Not applicable,Yes,Not applicable,1,1,1,0,0,0,0,3,5.9,8.6,5.0,1257106.0,150307.6,798.71,361.74,1155020.242,8.7008,No/Non-religious,Very confident — I can understand it easily,Yes,Yes,37.0,30-44,3_High,6,Multi-generational / extended
Spain,Community of Madrid,4,4,1,1,6,2,1,2.7142857142857144,1,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",4,Rural,No,Yes,No,No,Not very well or worse,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,1,0,0,0,0,0,I own the house or flat where I live and I do not pay a mortgage,Semi-detached house – a house joined to one other house,2001-2010,No,No,No,No,Yes,Not applicable,3.0,Not applicable,Yes,Not applicable,0,0,1,1,0,0,0,2,9.2,15.9,7.2,793600.0,194229.0,1124.85,498.39,580422.275,5.6424,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,62.0,60+,1_Low,7,Couple with children
Germany,Hamburg,16,16,4,8,6,6,4,8.571428571428571,2,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",0,Urban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,1,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",1981-2000,No,No,No,No,No,No,3.0,Somewhat likely,Yes,Yes,0,0,0,1,0,0,0,1,4.6,5.7,11.2,1876818.0,75366.23,1792.43,12.98,2215295.198,6.9347,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,31.0,30-44,1_Low,6,Lives alone
Germany,Saarland,12,9,8,9,6,16,12,10.285714285714286,3,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",5,Suburban,No,No,No,No,Well,Confident or less confident,Non-EU citizen,0,0,0,0,0,0,0,1,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1981-2000,"Yes, once","Yes, twice or more",No,No,No,Yes,4.0,Not applicable,Yes,Not applicable,0,1,1,1,0,1,0,4,4.6,5.7,11.2,1876818.0,29257.55,1706.14,44.12,2215295.198,6.9347,No/Non-religious,Confident — I can understand it with some help,No,No,26.0,18-29,1_Low,2,Other shared
